MonthlyCharges,tenure,TotalCharges,Churn_Yes
79.35,72,5753.25,False
64.05,71,4492.9,False
101.15,38,3956.7,False
89.95,28,2625.55,True
76.45,17,1233.4,True
39.1,33,1309.0,False
34.6,23,813.45,False
19.55,58,1108.8,False
104.45,70,7349.35,False
70.5,4,294.2,False
20.35,45,929.2,False
70.0,10,740.0,True
19.45,36,754.5,False
69.9,54,3883.3,False
59.7,23,1414.2,False
78.35,41,3211.2,False
71.45,5,371.6,False
45.85,27,1246.4,False
95.85,1,95.85,False
35.7,67,2545.7,False
89.55,72,6448.85,False
24.95,56,1468.9,False
24.85,44,1013.6,False
100.8,66,6690.75,False
64.4,34,2088.75,True
105.35,69,7240.65,False
102.45,1,102.45,True
19.65,40,830.25,False
54.45,30,1588.7,False
70.5,11,829.3,False
20.1,15,302.45,False
69.35,11,712.25,False
19.8,64,1336.65,False
74.4,72,5360.75,False
93.05,72,6735.05,False
51.2,1,51.2,False
65.6,15,1010.0,False
80.55,60,4847.05,False
52.7,56,3019.7,False
20.85,8,161.65,False
80.1,3,217.55,True
52.15,49,2583.75,False
80.2,2,146.05,True
98.15,6,567.45,True
114.95,70,7711.25,False
112.95,12,1384.75,True
104.45,52,5481.25,False
113.65,72,8124.2,False
20.6,40,827.3,False
70.9,1,70.9,True
86.85,3,220.95,True
91.55,40,3673.6,False
49.85,1,49.85,False
19.8,30,576.65,False
99.85,23,2331.3,True
74.5,1,74.5,True
104.15,44,4495.65,False
109.15,65,6941.2,True
48.2,7,340.35,False
25.1,72,1789.9,False
100.15,8,908.55,False
65.2,16,1043.35,True
99.5,66,6822.15,True
71.55,1,71.55,True
55.9,3,157.55,False
93.9,53,5029.2,True
64.4,8,581.7,False
108.4,69,7318.2,True
85.3,5,420.45,False
107.45,72,7576.7,False
48.75,13,633.4,True
85.65,4,321.65,True
91.3,54,4965.0,False
85.95,72,6151.9,False
106.7,12,1253.9,True
25.15,1,25.15,True
45.2,1,45.2,False
110.35,54,5893.15,True
79.2,69,5420.65,False
55.5,48,2627.35,False
103.25,48,5037.55,True
90.25,8,743.75,False
91.25,71,6589.6,False
47.8,2,92.45,True
100.9,67,6733.15,False
97.7,34,3410.0,False
69.85,3,199.85,False
65.6,9,593.3,False
104.65,71,7288.4,False
90.45,57,5229.8,False
63.7,72,4464.8,False
104.5,48,5068.05,False
20.1,18,401.85,False
104.3,43,4451.85,False
93.25,72,6688.95,False
73.45,35,2661.1,False
20.7,4,73.05,False
25.25,49,1211.65,False
100.5,71,7030.65,False
90.6,11,1020.2,False
89.4,63,5597.65,False
95.45,65,6223.3,False
20.45,49,1024.65,False
98.6,29,2933.2,True
83.05,15,1258.3,True
19.95,4,82.9,False
109.15,72,7789.6,False
85.7,26,2067.0,False
102.05,35,3452.55,False
94.7,57,5468.95,False
64.4,28,1802.15,False
26.8,25,733.55,False
66.05,47,3021.45,False
65.2,57,3687.85,False
85.05,16,1391.15,False
55.8,5,274.35,False
70.4,17,1214.05,True
104.75,56,5510.65,True
19.95,72,1322.85,False
94.25,21,1973.75,True
45.0,48,2196.3,False
114.9,68,7843.55,False
106.4,30,3211.9,False
46.1,3,130.15,False
39.7,14,692.35,False
20.05,4,85.5,False
95.75,71,6849.4,False
24.4,8,203.95,False
33.6,61,2117.2,False
90.45,72,6565.85,False
84.0,5,424.75,False
67.4,49,3306.85,False
19.7,8,168.9,False
80.35,3,253.8,False
19.6,9,197.4,False
54.2,67,3838.2,False
45.2,46,2065.15,False
75.1,67,5064.45,False
19.7,55,1140.05,False
72.75,33,2447.45,False
20.05,62,1263.9,False
45.95,1,45.95,True
39.2,49,1838.15,False
44.75,1,44.75,False
82.65,14,1185.0,False
93.9,18,1743.9,False
70.15,1,70.15,True
85.55,1,85.55,True
117.15,72,8529.5,False
99.25,64,6549.45,False
112.55,69,7806.5,False
25.7,1,25.7,False
90.3,71,6287.3,False
49.4,66,3251.85,False
19.4,2,50.6,False
109.7,71,7904.25,False
61.25,11,729.95,False
55.3,47,2654.05,False
70.3,35,2416.55,True
106.35,32,3520.75,True
103.75,60,5969.95,False
19.5,11,226.8,False
39.5,29,1082.75,False
26.05,21,565.75,False
91.05,48,4370.75,False
29.65,3,90.05,False
50.2,43,2169.4,False
105.3,5,550.6,False
55.45,1,55.45,False
85.45,71,6300.85,False
19.8,8,160.05,False
59.25,8,436.6,False
90.7,20,1781.35,False
103.7,33,3467.0,True
79.05,71,5552.5,False
90.7,31,2835.5,False
95.0,38,3591.25,False
88.35,1,88.35,True
30.25,2,63.75,False
49.85,12,617.15,False
93.0,9,870.25,False
54.55,11,601.25,False
19.7,6,111.65,False
84.8,71,6046.1,False
94.45,42,3923.8,False
94.2,8,777.3,True
96.25,5,512.45,True
70.7,2,141.45,True
20.85,45,892.15,False
60.0,28,1682.05,False
80.45,43,3398.9,False
84.95,60,4984.85,False
33.55,42,1445.3,True
49.65,7,305.55,False
20.2,25,507.9,False
94.55,40,3640.45,True
100.5,27,2673.45,False
35.75,10,389.8,False
86.45,27,2401.05,False
53.8,11,651.55,False
38.55,4,156.1,False
39.9,68,2796.35,False
70.05,1,70.05,False
20.1,18,407.05,False
112.95,57,6465.0,True
20.3,26,511.25,False
35.65,17,646.05,False
35.9,1,35.9,True
99.25,38,3777.15,True
82.95,59,4903.15,False
55.65,30,1653.85,False
24.45,2,47.5,True
25.2,50,1306.3,False
50.8,9,463.6,False
19.65,3,60.65,False
59.8,14,824.85,False
73.55,31,2094.65,False
61.4,7,438.9,False
103.35,8,847.3,True
19.9,17,329.75,False
19.45,32,674.55,False
81.5,2,162.55,False
84.8,7,546.95,True
109.55,72,7887.25,False
99.95,31,3186.65,True
74.4,27,1972.35,False
90.0,18,1527.35,True
74.9,7,490.55,False
104.85,14,1531.4,True
59.65,11,683.25,False
110.45,72,8058.85,False
106.1,28,2847.4,True
74.2,15,1133.9,True
74.45,4,294.45,False
24.55,71,1719.15,False
89.35,5,461.7,True
24.55,47,1160.45,False
90.65,57,5199.8,False
105.05,50,5163.3,False
20.45,8,162.3,False
19.55,48,883.35,False
19.7,70,1341.5,False
70.45,1,70.45,False
85.65,8,659.45,False
77.15,1,77.15,True
35.25,1,35.25,True
20.55,60,1205.05,False
97.95,49,4917.9,False
48.55,4,201.0,True
20.0,29,599.3,False
25.25,67,1733.15,False
98.4,53,5149.5,True
70.9,67,4677.1,False
19.85,6,119.3,False
106.35,47,4849.1,False
99.5,53,5424.25,False
84.7,69,5878.9,False
86.05,3,244.85,False
44.55,4,220.75,False
75.85,56,4261.2,False
93.85,59,5574.75,True
25.0,61,1501.75,False
45.0,2,89.75,False
100.7,46,4541.2,True
20.5,12,255.5,False
80.45,14,1072.0,True
90.45,28,2509.25,False
60.45,24,1440.75,False
55.25,31,1715.65,True
78.45,68,5333.35,False
100.55,39,3895.35,False
20.35,42,869.9,False
54.45,13,706.85,True
90.75,6,512.25,False
75.35,35,2636.05,True
20.25,38,814.75,False
20.05,18,388.6,False
19.6,4,93.45,False
53.8,27,1389.85,False
70.2,41,2894.55,False
75.5,50,4025.6,False
20.35,72,1354.4,False
26.05,70,1856.4,False
20.6,44,926.0,False
75.7,2,189.2,True
20.1,34,682.1,False
24.3,72,1778.7,False
24.5,71,1816.2,False
110.5,64,7069.25,False
25.25,72,1841.2,False
74.25,1,74.25,True
90.1,29,2656.7,False
68.75,23,1689.45,False
19.2,52,1054.75,False
89.7,25,2187.55,True
115.1,64,7334.05,False
96.4,16,1581.2,True
69.5,1,69.5,True
99.65,24,2404.85,False
91.45,2,171.45,False
84.75,34,2839.45,False
85.25,36,3132.75,True
78.75,53,3942.45,False
20.25,47,873.4,False
19.9,72,1529.65,False
97.75,72,6991.6,False
19.4,1,19.4,True
83.3,9,803.3,True
80.1,8,679.3,True
62.7,45,2791.5,True
100.4,7,715.0,False
24.45,71,1681.6,False
101.1,41,4016.2,False
50.9,67,3281.65,False
107.2,69,7317.1,False
92.2,70,6474.45,False
25.3,25,676.35,True
113.4,72,8164.1,False
40.55,34,1325.85,False
26.0,65,1654.85,False
111.95,70,7795.95,False
53.8,72,3952.45,False
72.1,35,2495.15,False
98.15,13,1230.25,True
78.85,12,876.75,False
70.75,62,4263.45,False
76.15,25,1992.95,False
39.1,52,1982.1,False
69.95,8,562.7,False
20.05,2,33.7,False
20.05,56,1090.1,False
19.45,12,227.45,False
26.9,47,1250.85,False
19.2,2,37.2,False
50.0,18,892.7,False
60.0,8,487.75,False
84.55,45,3713.95,False
45.45,3,141.7,False
20.05,38,678.2,False
115.55,72,8425.3,False
93.7,46,4154.8,True
99.0,71,7061.65,False
50.55,66,3364.55,False
105.95,25,2655.25,True
82.0,18,1425.45,True
25.0,13,332.5,False
91.55,65,5963.95,False
95.75,60,5742.9,True
19.35,15,278.85,False
24.85,72,1871.85,False
94.05,30,2866.45,True
100.4,42,4303.65,False
25.0,71,1753.0,False
54.75,1,54.75,True
95.65,39,3759.05,True
19.25,35,617.65,False
108.25,53,5935.1,False
94.6,1,94.6,True
98.9,31,2911.3,True
20.15,48,982.95,False
101.3,30,2974.5,False
20.0,10,198.7,False
105.3,12,1275.65,False
69.85,57,4003.0,False
65.25,58,3791.6,False
19.8,37,813.3,False
19.6,44,780.25,False
20.05,27,552.9,False
49.4,8,408.25,False
76.05,3,231.8,True
88.4,25,2191.15,False
100.6,57,5611.7,False
19.45,12,246.25,False
20.3,62,1296.15,False
107.65,65,7082.85,False
80.45,71,5662.25,False
58.85,21,1215.45,False
109.6,71,7854.15,False
75.15,7,525.0,False
73.0,72,5265.2,False
70.1,1,70.1,False
98.65,72,7129.45,False
111.45,64,7266.95,False
114.9,72,8496.7,False
100.55,29,2878.75,False
20.4,13,261.3,False
104.35,31,3205.6,False
69.75,1,69.75,True
34.5,7,279.25,True
105.55,61,6281.45,True
30.1,39,1131.3,True
70.3,10,738.2,True
80.45,14,1137.05,False
80.2,1,80.2,True
94.35,67,6341.45,True
91.35,72,6697.2,False
44.6,6,260.8,True
19.6,1,19.6,True
19.9,25,505.45,False
110.45,33,3655.45,True
68.35,18,1299.8,False
79.1,71,5564.85,False
51.0,28,1381.8,False
80.55,2,188.1,False
66.7,17,1077.05,False
86.4,56,4922.4,False
50.05,60,2911.5,False
25.7,33,826.1,False
83.4,1,83.4,False
70.7,2,140.7,True
84.65,63,5377.8,False
99.25,7,665.45,True
64.75,55,3617.1,False
100.15,65,6643.5,False
84.8,1,84.8,True
25.25,63,1559.3,False
113.0,70,7987.6,False
40.65,36,1547.35,False
105.0,52,5426.85,True
54.45,22,1127.35,True
94.95,22,2142.8,False
59.9,5,287.85,False
85.3,47,4045.65,True
83.35,33,2757.85,True
33.5,18,600.0,True
19.8,1,19.8,False
81.8,56,4534.45,False
20.0,2,40.9,False
59.6,35,2094.9,False
25.0,64,1584.8,False
84.35,15,1302.65,False
90.35,24,2238.5,True
55.55,1,55.55,False
75.35,70,5437.75,False
90.75,1,90.75,True
89.6,4,365.65,True
59.3,39,2209.15,False
66.1,29,1912.15,False
18.8,14,255.55,False
86.45,61,5175.3,False
52.1,13,670.65,False
47.4,66,3177.25,False
49.25,2,90.35,True
109.15,59,6557.75,False
94.95,62,5791.85,False
93.55,33,3055.5,False
79.5,66,5196.1,False
115.05,72,8405.0,False
19.75,1,19.75,True
95.15,19,1789.25,True
95.15,51,5000.05,False
105.4,63,6713.2,False
20.1,27,562.6,False
101.35,22,2317.1,True
20.05,4,91.45,False
20.7,42,828.85,False
20.35,29,617.35,False
70.05,4,266.9,True
19.7,30,625.05,False
74.65,4,301.4,True
85.45,71,6029.9,False
40.4,46,1842.7,False
50.4,4,206.6,True
79.65,7,604.7,True
105.2,69,7386.05,False
100.65,72,7334.05,False
79.85,19,1471.75,True
91.0,28,2626.15,False
78.75,5,412.1,True
116.75,72,8277.05,False
80.45,8,583.45,True
59.1,7,369.25,False
49.8,22,1049.05,False
19.3,72,1414.8,False
19.65,8,169.75,False
81.4,52,4354.45,False
38.9,68,2719.2,False
87.95,71,6365.35,False
19.85,2,51.6,False
96.35,34,3190.25,False
24.15,35,812.5,False
19.1,61,1143.8,False
44.0,1,44.0,False
50.1,1,50.1,True
60.6,53,3297.0,False
25.65,72,1887.0,False
76.4,2,151.8,True
98.7,3,293.65,True
100.8,13,1308.1,True
53.95,41,2215.4,False
20.4,24,482.8,False
90.1,28,2598.95,True
29.35,8,216.45,False
20.45,1,20.45,False
95.1,54,5064.85,False
25.25,41,996.45,False
44.9,19,839.65,False
92.65,72,6733.0,False
43.7,62,2618.3,False
72.6,56,4084.35,False
51.55,15,765.5,True
79.25,10,793.55,True
18.95,32,613.95,False
20.5,21,402.85,False
19.95,62,1244.8,False
24.5,2,46.4,False
20.6,27,581.85,False
94.85,5,462.8,True
61.05,25,1540.2,False
85.7,2,169.8,True
106.65,49,5168.1,False
108.25,63,6780.1,False
20.4,4,94.5,False
55.3,1,55.3,False
20.25,11,208.0,False
72.95,52,3829.75,False
89.45,60,5294.6,False
104.65,64,6889.8,False
75.2,43,3254.35,False
101.15,61,6383.9,False
44.4,1,44.4,True
89.5,5,477.7,True
68.75,66,4447.55,False
111.05,67,7321.05,False
99.0,42,4135.0,False
86.05,1,86.05,True
21.0,31,697.7,False
19.4,7,168.65,False
44.55,4,174.3,True
77.2,34,2753.8,False
19.45,3,69.25,False
24.85,19,434.8,False
35.4,31,1077.5,True
95.65,1,95.65,True
41.35,3,107.25,False
19.6,46,851.2,False
20.95,1,20.95,True
84.45,69,5848.6,False
20.25,5,109.8,False
19.65,1,19.65,False
20.65,26,595.5,False
34.7,10,329.8,True
99.3,25,2513.5,False
81.05,64,5135.35,False
67.6,30,2000.2,False
70.15,13,931.75,False
115.0,64,7396.15,False
84.8,46,3958.85,False
19.7,12,260.9,False
19.75,15,297.3,True
92.55,17,1515.1,True
63.15,13,816.8,False
74.0,67,4868.4,False
29.1,24,688.0,False
50.05,6,288.35,False
60.05,53,3229.65,True
74.3,16,1178.25,True
20.0,10,185.4,False
74.65,13,966.25,False
85.35,9,758.6,True
74.3,25,1863.8,True
44.4,7,265.8,False
85.4,38,3297.0,False
94.1,43,4107.3,False
98.1,4,396.3,True
108.9,25,2809.05,False
56.2,27,1567.55,False
26.1,72,1851.45,False
85.45,71,6028.95,False
88.95,24,2072.75,False
109.65,50,5551.15,True
74.35,57,4317.35,False
48.85,15,736.8,False
80.1,4,336.15,False
56.05,28,1522.65,False
74.55,9,622.9,True
89.8,55,4959.6,False
100.95,3,329.95,True
94.9,10,1048.85,True
19.1,55,1001.5,False
20.35,20,442.6,False
106.05,62,6703.5,False
104.9,32,3351.55,True
19.65,43,779.25,False
24.1,9,259.8,True
59.85,60,3483.45,False
86.1,58,4890.5,False
19.45,7,136.75,False
97.1,2,184.15,False
36.65,37,1315.0,False
103.9,65,6767.1,False
19.75,39,757.95,False
104.05,66,6890.0,True
24.55,68,1657.4,False
48.7,62,3008.55,False
88.35,3,262.05,True
109.55,72,8165.1,False
20.65,41,875.55,False
94.65,29,2649.15,True
55.2,4,220.65,False
24.05,53,1301.9,False
74.4,1,74.4,True
79.9,41,3326.2,True
20.45,39,790.0,False
19.25,63,1237.65,False
26.35,15,378.6,False
43.8,13,592.65,False
50.15,1,50.15,False
20.45,1,20.45,False
69.7,8,560.85,True
61.4,60,3638.25,False
98.1,12,1060.2,True
70.75,40,2921.75,False
61.15,66,4017.45,False
20.25,42,854.9,False
63.85,66,4174.35,False
98.7,49,4920.55,False
20.5,1,20.5,True
20.0,41,810.3,False
19.3,41,772.4,False
84.4,23,1936.85,False
25.1,3,79.8,False
48.25,4,202.25,False
19.85,52,1070.5,False
99.6,4,347.65,True
94.2,11,999.9,False
62.15,2,113.1,False
79.3,26,2015.8,False
56.25,24,1454.25,False
20.3,12,246.7,False
99.0,60,6017.9,False
90.6,64,5817.45,False
85.9,66,5595.3,False
79.2,60,4765.0,False
70.35,17,1201.65,False
19.35,42,867.3,False
50.15,1,50.15,False
63.8,47,3007.25,False
20.55,10,252.75,False
88.55,70,6306.5,False
101.4,67,6841.05,False
81.95,1,81.95,True
69.35,7,451.1,True
44.6,1,44.6,False
63.75,4,226.2,False
109.25,66,7082.5,False
84.6,12,1017.35,False
20.45,24,527.35,False
85.75,26,2146.5,False
91.1,6,455.3,True
107.95,57,5969.85,False
86.1,14,1235.55,True
22.95,42,1014.25,False
94.7,25,2362.1,True
19.45,64,1225.65,False
85.1,22,1873.7,True
19.7,19,386.5,False
99.15,61,6010.05,True
87.0,22,1850.65,False
102.95,70,7101.5,True
79.95,12,1043.4,False
64.0,31,1910.75,False
64.9,11,716.1,False
25.75,68,1686.15,False
90.15,72,6716.45,False
116.1,67,7839.85,False
104.95,60,6236.75,False
45.05,1,45.05,True
71.0,1,71.0,True
50.0,58,2919.85,False
70.55,47,3309.25,True
79.7,1,79.7,True
20.45,1,20.45,False
59.0,22,1254.7,True
60.35,48,2896.4,True
19.85,37,717.5,False
19.95,13,253.8,False
26.45,43,1110.05,False
63.4,6,348.8,False
53.95,71,3888.65,False
69.25,1,69.25,True
95.1,72,6843.15,False
74.1,6,450.9,False
35.5,12,432.25,False
70.95,25,1767.35,True
79.2,21,1742.45,False
48.8,6,297.35,False
89.0,20,1820.45,True
99.4,18,1742.95,True
55.45,43,2444.25,False
25.4,35,949.8,False
73.5,1,73.5,True
93.5,32,2970.8,False
63.9,52,3334.95,False
64.85,32,2010.95,False
63.8,72,4684.3,False
44.45,51,2181.55,False
19.95,68,1303.25,False
43.35,8,371.4,False
49.65,49,2409.9,False
85.1,72,6155.4,False
95.5,9,829.1,True
92.35,28,2602.9,True
89.8,54,4667.0,False
74.55,11,824.75,True
103.05,50,5153.5,False
116.0,69,8182.85,False
69.9,1,69.9,False
95.1,68,6683.4,False
40.25,40,1564.05,False
25.75,31,755.6,False
105.35,33,3465.05,False
113.6,55,6292.7,False
24.0,68,1664.3,False
19.4,12,198.1,False
86.1,71,6045.9,False
102.65,40,4108.15,False
92.85,64,5980.75,False
97.75,53,5043.2,False
83.8,12,1029.75,True
54.45,53,2854.55,True
97.95,72,7114.25,False
19.95,46,907.05,False
24.6,40,973.95,False
50.95,12,605.75,False
75.6,9,661.55,False
80.75,51,4116.9,False
90.4,49,4494.65,False
99.8,41,4259.3,True
60.25,56,3282.75,False
20.2,4,55.7,False
64.15,20,1274.45,False
20.25,26,493.95,False
105.85,20,2239.65,True
75.45,7,480.75,True
93.85,7,635.6,True
99.0,51,5038.15,False
80.3,4,324.2,False
19.55,1,19.55,False
100.75,27,2793.55,False
100.75,22,2095.0,True
53.75,12,648.65,False
31.0,3,95.05,True
25.6,34,917.15,False
58.35,24,1346.9,False
80.0,51,4242.35,True
46.35,14,672.7,False
113.75,59,6561.25,False
90.4,3,268.45,False
109.3,65,7337.55,False
70.25,5,331.9,True
90.3,59,5194.05,False
65.25,72,4478.85,False
100.15,62,6283.3,True
94.5,28,2659.4,True
60.65,3,196.9,False
24.1,19,439.2,False
19.5,1,19.5,False
85.95,24,2107.15,False
53.5,57,3035.8,False
25.45,72,1866.45,False
20.5,67,1430.95,False
20.85,52,1071.6,False
89.9,71,6457.15,False
26.0,26,684.05,False
113.2,35,3914.05,False
69.05,55,3842.6,False
20.1,33,670.35,False
109.65,72,7880.25,False
19.2,1,19.2,False
33.9,10,298.45,True
90.0,37,3371.75,False
34.0,12,442.45,False
20.4,1,20.4,False
38.6,62,2345.55,False
25.25,1,25.25,False
60.6,18,1156.35,False
89.95,69,6143.15,True
74.75,2,144.8,False
20.6,19,414.95,False
84.45,12,1059.55,True
20.4,9,181.8,False
81.7,27,2212.55,False
79.5,27,2180.55,True
89.15,1,89.15,True
20.3,24,459.95,False
74.95,14,1036.75,True
74.4,32,2276.95,True
20.0,11,211.95,False
25.0,1,25.0,False
80.45,38,3162.65,False
19.75,9,210.65,False
65.65,54,3566.7,False
71.0,29,2080.1,False
89.2,44,4040.2,False
86.75,59,5186.0,False
55.3,3,196.15,True
61.5,18,1087.45,False
25.1,67,1672.15,False
55.15,22,1206.05,True
34.05,33,1113.95,False
19.95,5,107.05,False
19.95,2,38.15,False
89.7,72,6339.3,False
20.4,9,184.1,False
26.3,67,1688.9,False
84.95,16,1378.25,True
20.7,8,137.6,False
43.25,5,219.0,True
48.35,23,1067.15,True
79.55,1,79.55,True
71.05,50,3444.85,True
19.45,17,369.05,False
110.8,68,7553.6,False
84.5,1,84.5,True
69.3,25,1813.1,False
49.35,67,3321.35,False
20.35,32,707.5,False
105.6,67,7112.15,False
64.45,72,4641.1,False
108.6,71,7690.9,True
49.9,1,49.9,False
30.3,46,1380.1,True
30.4,2,78.65,True
45.4,1,45.4,True
65.65,48,3094.65,False
103.3,61,6518.35,False
84.15,32,2585.95,True
44.45,2,82.7,False
19.75,3,58.85,True
85.4,5,425.9,True
89.9,71,6342.7,False
55.05,37,2030.75,False
104.1,65,6700.05,False
106.6,67,7244.7,False
75.2,49,3678.3,True
70.5,50,3486.65,False
19.6,25,411.15,False
55.85,17,937.5,True
24.05,64,1559.15,False
38.1,25,970.4,False
106.4,23,2483.5,True
34.25,24,828.2,False
100.05,37,3810.55,False
68.65,21,1493.2,False
45.8,1,45.8,False
75.75,10,777.3,False
84.4,6,556.35,True
96.4,51,4911.05,False
20.55,10,187.35,False
50.95,6,307.6,False
90.5,47,4318.35,False
79.4,61,4820.55,False
58.75,52,3038.55,False
59.45,35,2136.9,False
105.7,71,7472.15,False
56.25,6,389.1,True
53.3,45,2296.25,False
85.55,2,187.45,True
68.65,4,261.25,True
24.3,2,38.45,False
77.85,4,299.2,True
59.9,51,3043.6,False
23.95,60,1506.4,False
20.15,9,163.7,False
105.35,3,323.25,True
95.65,17,1640.0,False
87.05,8,762.1,True
81.0,46,3846.35,False
82.45,68,5646.6,False
53.5,1,53.5,True
20.5,4,79.05,False
25.1,1,25.1,True
54.4,28,1516.6,False
58.6,39,2224.5,False
84.8,11,888.75,False
61.4,71,4310.35,False
20.4,2,42.9,False
79.65,30,2365.15,True
20.15,17,353.65,False
94.45,55,5073.1,False
79.8,58,4526.85,False
54.2,5,308.25,True
19.45,1,19.45,True
74.05,9,678.45,False
49.15,26,1237.3,False
19.4,50,1023.95,False
113.65,72,8182.75,False
106.0,43,4532.3,False
25.95,56,1444.05,False
19.1,1,19.1,False
103.4,72,7372.65,True
100.55,72,7325.1,False
95.4,36,3474.2,False
75.15,5,392.65,False
84.45,13,1058.6,True
89.15,44,3990.75,False
107.9,70,7475.85,False
19.5,44,835.5,False
85.95,32,2628.6,True
24.95,69,1718.35,False
59.4,16,1023.9,True
19.5,68,1193.55,False
69.95,16,1205.5,False
82.85,68,5776.45,False
19.0,4,78.9,False
38.85,26,1025.15,False
30.6,29,856.35,True
20.35,5,122.0,False
95.0,70,6602.9,False
74.4,24,1712.9,False
78.45,72,5682.25,False
74.3,1,74.3,False
51.05,70,3635.15,False
19.2,36,702.9,False
99.55,38,3734.25,True
70.0,17,1144.5,True
109.1,41,4454.25,False
45.3,1,45.3,True
29.85,2,75.6,True
76.45,14,1117.55,False
95.1,2,180.25,True
19.8,1,19.8,True
72.8,13,930.05,False
18.95,6,110.15,False
76.65,4,333.6,True
99.15,5,465.05,True
101.75,15,1669.4,False
75.45,47,3545.1,False
64.1,8,504.05,False
25.65,17,440.2,False
75.1,15,1151.55,False
95.85,26,2475.35,False
54.4,23,1249.25,False
72.75,4,317.75,False
19.85,29,535.05,False
19.05,25,461.3,False
44.95,9,431.0,True
49.55,18,878.35,True
94.85,3,335.75,False
46.25,69,3121.4,False
19.35,14,324.8,False
69.6,19,1394.55,False
90.7,39,3413.25,False
101.4,31,3143.65,False
20.25,24,439.75,False
48.8,14,664.4,False
74.35,64,4759.55,False
19.35,50,1033.0,False
68.75,52,3482.85,False
100.2,28,2688.45,False
20.85,21,435.25,False
95.9,25,2448.75,True
19.35,17,307.0,False
45.0,58,2689.35,False
81.5,17,1329.2,True
25.5,51,1281.25,False
48.9,72,3527.0,False
84.1,52,4348.65,True
19.6,27,561.15,False
20.0,3,63.6,False
81.3,64,5129.3,False
95.2,45,4285.8,False
36.45,3,93.7,True
83.3,71,5894.5,False
25.05,1,25.05,True
20.3,58,1160.75,False
89.85,34,3091.75,False
49.85,8,365.55,True
19.8,15,272.95,False
54.65,66,3632.0,False
29.35,12,381.2,False
19.15,58,1035.5,False
19.1,3,52.0,False
55.55,43,2342.2,True
80.55,9,653.9,False
20.25,3,71.2,False
69.5,22,1498.2,True
106.0,40,4178.65,False
25.5,68,1821.8,False
104.3,54,5278.15,True
79.6,50,4024.2,False
55.25,1,55.25,False
88.05,72,6520.8,False
20.4,40,854.9,False
117.6,72,8308.9,False
20.0,6,109.2,False
19.65,5,92.05,False
70.55,48,3420.5,False
93.85,1,93.85,True
65.8,64,4068.0,False
20.05,17,337.9,False
80.0,40,3168.75,False
35.4,41,1412.4,False
79.6,51,3974.7,False
80.25,41,3439.0,False
50.45,1,50.45,True
20.45,2,42.45,False
79.6,68,5461.45,False
24.7,24,571.75,False
77.3,70,5498.2,False
29.75,3,96.85,False
44.9,2,111.05,False
29.8,3,94.4,False
74.65,7,521.1,True
71.95,13,923.85,False
20.75,7,141.1,False
56.3,12,628.65,False
105.25,53,5576.3,False
94.2,12,1046.1,True
19.55,63,1245.6,False
84.45,15,1287.85,False
53.65,36,1939.35,False
29.9,4,118.25,False
19.7,24,452.55,False
43.7,61,2696.55,False
55.3,16,875.35,False
19.85,65,1267.05,False
19.65,26,494.9,False
49.45,16,799.0,False
106.55,54,5763.3,True
20.1,1,20.1,True
20.45,5,106.9,False
39.7,19,710.05,False
54.5,10,568.2,False
83.8,23,1900.25,True
55.15,3,159.15,True
111.6,72,8012.75,False
86.65,10,856.65,True
55.55,10,551.3,False
20.55,11,184.95,False
106.75,37,4056.75,True
62.1,17,1096.65,False
104.5,36,3684.95,False
101.8,17,1752.45,False
110.6,66,7210.85,False
84.9,61,5264.5,False
93.2,22,2157.3,False
24.4,1,24.4,False
70.55,6,433.95,False
78.45,31,2435.15,True
85.0,68,5607.75,False
87.45,34,2874.15,True
85.8,52,4433.3,False
91.1,10,964.35,False
70.75,29,1974.8,True
20.1,72,1460.85,False
20.05,47,951.55,False
74.8,24,1821.2,False
24.8,65,1600.95,False
100.85,4,399.25,False
101.35,12,1218.55,True
81.7,1,81.7,True
68.25,33,2171.15,True
105.1,34,3634.8,False
20.4,14,292.4,False
79.15,4,317.25,True
20.0,13,218.55,False
79.4,65,5071.9,False
57.2,23,1423.35,False
58.6,55,3068.6,False
94.8,49,4690.65,False
102.5,60,6157.6,False
20.35,69,1442.65,False
84.9,40,3369.05,False
69.2,67,4671.65,False
95.45,35,3474.05,True
100.95,19,1875.55,True
20.85,13,272.35,False
88.5,41,3645.05,False
35.0,4,135.75,False
55.15,24,1319.85,False
50.95,5,229.4,False
64.0,5,370.25,False
69.1,1,69.1,True
80.2,72,5714.2,False
49.3,24,1233.25,False
84.35,42,3571.6,False
20.05,4,83.3,False
117.2,68,8035.95,False
20.1,33,579.4,False
69.6,1,69.6,True
103.45,31,3066.45,True
77.95,4,305.55,True
109.95,69,7634.25,False
94.75,38,3653.0,False
80.0,3,241.3,False
79.65,48,3870.3,False
25.2,15,387.9,False
19.9,25,527.5,False
78.45,1,78.45,True
44.8,48,2104.55,False
20.3,1,20.3,False
19.2,1,19.2,False
80.05,37,3019.1,False
107.35,66,7051.95,False
47.85,26,1190.5,False
70.8,63,4448.8,False
29.5,10,255.25,True
70.75,2,146.9,True
59.1,18,1011.05,False
25.55,64,1714.95,False
84.45,9,762.5,True
20.25,28,535.35,False
75.55,1,75.55,False
85.65,4,338.9,True
70.15,38,2497.35,True
95.3,66,6273.4,False
70.25,1,70.25,False
50.3,18,908.75,False
97.8,51,4913.3,True
